# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-04-23 14:59:31 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04119400 GRAND RIVER NEAR EASTMANVILLE, MI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04119400
#    DD parameter   Description
#    04   00055     Stream velocity, feet per second
#    06   00010     Temperature, water, degrees Celsius
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	tz_cd	04_00055	04_00055_cd	06_00010	06_00010_cd
USGS	04119400	2016-04-11 04:12	EST	1.56	P	4.7	P
USGS	04119400	2016-04-11 04:24	EST	1.56	P	4.7	P
USGS	04119400	2016-04-11 04:36	EST	1.59	P	4.7	P
USGS	04119400	2016-04-11 04:48	EST	1.56	P	4.8	P
USGS	04119400	2016-04-11 05:00	EST	1.57	P	4.8	P
USGS	04119400	2016-04-11 05:12	EST	1.56	P	4.7	P
USGS	04119400	2016-04-11 05:24	EST	1.55	P	4.7	P
USGS	04119400	2016-04-11 05:36	EST	1.56	P	4.7	P
USGS	04119400	2016-04-11 05:48	EST	1.56	P	4.7	P
USGS	04119400	2016-04-11 06:00	EST	1.53	P	4.7	P
USGS	04119400	2016-04-11 06:12	EST	1.59	P	4.7	P
USGS	04119400	2016-04-11 06:24	EST	1.58	P	4.7	P
USGS	04119400	2016-04-11 06:36	EST	1.54	P	4.7	P
USGS	04119400	2016-04-11 06:48	EST	1.54	P	4.7	P
USGS	04119400	2016-04-11 07:00	EST	1.56	P	4.7	P
USGS	04119400	2016-04-11 07:12	EST	1.56	P	4.7	P
USGS	04119400	2016-04-11 07:24	EST	1.56	P	4.7	P
USGS	04119400	2016-04-11 07:36	EST	1.55	P	4.7	P
USGS	04119400	2016-04-11 07:48	EST	1.56	P	4.7	P
USGS	04119400	2016-04-11 08:00	EST	1.57	P	4.7	P
USGS	04119400	2016-04-11 08:12	EST	1.52	P	4.7	P
USGS	04119400	2016-04-11 08:24	EST	1.56	P	4.7	P
USGS	04119400	2016-04-11 08:36	EST	1.54	P	4.7	P
USGS	04119400	2016-04-11 08:48	EST	1.56	P	4.8	P
USGS	04119400	2016-04-11 09:00	EST	1.55	P	4.8	P
USGS	04119400	2016-04-11 09:12	EST	1.55	P	4.8	P
USGS	04119400	2016-04-11 09:24	EST	1.58	P	4.8	P
USGS	04119400	2016-04-11 09:36	EST	1.58	P	4.8	P
USGS	04119400	2016-04-11 09:48	EST	1.54	P	4.8	P
USGS	04119400	2016-04-11 10:00	EST	1.55	P	4.9	P
USGS	04119400	2016-04-11 10:12	EST	1.56	P	4.9	P
USGS	04119400	2016-04-11 10:24	EST	1.55	P	5.0	P
USGS	04119400	2016-04-11 10:36	EST	1.56	P	5.0	P
USGS	04119400	2016-04-11 10:48	EST	1.56	P	5.0	P
USGS	04119400	2016-04-11 11:00	EST	1.56	P	5.1	P
USGS	04119400	2016-04-11 11:12	EST	1.57	P	5.1	P
USGS	04119400	2016-04-11 11:24	EST	1.59	P	5.1	P
USGS	04119400	2016-04-11 11:36	EST	1.60	P	5.2	P
USGS	04119400	2016-04-11 11:48	EST	1.60	P	5.2	P
USGS	04119400	2016-04-11 12:00	EST	1.56	P	5.3	P
USGS	04119400	2016-04-11 12:12	EST	1.59	P	5.3	P
USGS	04119400	2016-04-11 12:24	EST	1.56	P	5.3	P
USGS	04119400	2016-04-11 12:36	EST	1.58	P	5.3	P
USGS	04119400	2016-04-11 12:48	EST	1.56	P	5.4	P
USGS	04119400	2016-04-11 13:00	EST	1.59	P	5.5	P
USGS	04119400	2016-04-11 13:12	EST	1.56	P	5.4	P
USGS	04119400	2016-04-11 13:24	EST	1.56	P	5.5	P
USGS	04119400	2016-04-11 13:36	EST	1.59	P	5.5	P
USGS	04119400	2016-04-11 13:48	EST	1.61	P	5.5	P
USGS	04119400	2016-04-11 14:00	EST	1.58	P	5.5	P
USGS	04119400	2016-04-11 14:12	EST	1.59	P	5.6	P
USGS	04119400	2016-04-11 14:24	EST	1.57	P	5.5	P
USGS	04119400	2016-04-11 14:36	EST	1.59	P	5.5	P
USGS	04119400	2016-04-11 14:48	EST	1.58	P	5.6	P
USGS	04119400	2016-04-11 15:00	EST	1.59	P	5.6	P
USGS	04119400	2016-04-11 15:12	EST	1.58	P	5.6	P
USGS	04119400	2016-04-11 15:24	EST	1.60	P	5.7	P
USGS	04119400	2016-04-11 15:36	EST	1.59	P	5.7	P
USGS	04119400	2016-04-11 15:48	EST	1.58	P	5.7	P
USGS	04119400	2016-04-11 16:00	EST	1.59	P	5.7	P
USGS	04119400	2016-04-11 16:12	EST	1.61	P	5.7	P
USGS	04119400	2016-04-11 16:24	EST	1.58	P	5.7	P
USGS	04119400	2016-04-11 16:36	EST	1.61	P	5.7	P
USGS	04119400	2016-04-11 16:48	EST	1.59	P	5.7	P
USGS	04119400	2016-04-11 17:00	EST	1.59	P	5.8	P
USGS	04119400	2016-04-11 17:12	EST	1.60	P	5.7	P
USGS	04119400	2016-04-11 17:24	EST	1.61	P	5.8	P
USGS	04119400	2016-04-11 17:36	EST	1.61	P	5.7	P
USGS	04119400	2016-04-11 17:48	EST	1.61	P	5.8	P
USGS	04119400	2016-04-11 18:00	EST	1.59	P	5.8	P
USGS	04119400	2016-04-11 18:12	EST	1.62	P	5.7	P
USGS	04119400	2016-04-11 18:24	EST	1.62	P	5.7	P
USGS	04119400	2016-04-11 18:36	EST	1.62	P	5.7	P
USGS	04119400	2016-04-11 18:48	EST	1.61	P	5.7	P
USGS	04119400	2016-04-11 19:00	EST	1.62	P	5.6	P
USGS	04119400	2016-04-11 19:12	EST	1.60	P	5.7	P
USGS	04119400	2016-04-11 19:24	EST	1.61	P	5.6	P
USGS	04119400	2016-04-11 19:36	EST	1.61	P	5.6	P
USGS	04119400	2016-04-11 19:48	EST	1.61	P	5.6	P
USGS	04119400	2016-04-11 20:00	EST	1.59	P	5.6	P
USGS	04119400	2016-04-11 20:12	EST	1.59	P	5.6	P
USGS	04119400	2016-04-11 20:24	EST	1.60	P	5.6	P
USGS	04119400	2016-04-11 20:36	EST	1.62	P	5.5	P
USGS	04119400	2016-04-11 20:48	EST	1.61	P	5.5	P
USGS	04119400	2016-04-11 21:00	EST	1.60	P	5.6	P
USGS	04119400	2016-04-11 21:12	EST	1.62	P	5.6	P
USGS	04119400	2016-04-11 21:24	EST	1.62	P	5.5	P
USGS	04119400	2016-04-11 21:36	EST	1.58	P	5.5	P
USGS	04119400	2016-04-11 21:48	EST	1.61	P	5.6	P
USGS	04119400	2016-04-11 22:00	EST	1.59	P	5.5	P
USGS	04119400	2016-04-11 22:12	EST	1.59	P	5.5	P
USGS	04119400	2016-04-11 22:24	EST	1.60	P	5.5	P
USGS	04119400	2016-04-11 22:36	EST	1.61	P	5.5	P
USGS	04119400	2016-04-11 22:48	EST	1.62	P	5.5	P
USGS	04119400	2016-04-11 23:00	EST	1.61	P	5.4	P
USGS	04119400	2016-04-11 23:12	EST	1.58	P	5.5	P
USGS	04119400	2016-04-11 23:24	EST	1.58	P	5.4	P
USGS	04119400	2016-04-11 23:36	EST	1.61	P	5.4	P
USGS	04119400	2016-04-11 23:48	EST	1.59	P	5.4	P
USGS	04119400	2016-04-12 00:00	EST	1.60	P	5.4	P
USGS	04119400	2016-04-12 00:12	EST	1.59	P	5.4	P
USGS	04119400	2016-04-12 00:24	EST	1.60	P	5.5	P
USGS	04119400	2016-04-12 00:36	EST	1.61	P	5.4	P
USGS	04119400	2016-04-12 00:48	EST	1.59	P	5.4	P
USGS	04119400	2016-04-12 01:00	EST	1.59	P	5.4	P
USGS	04119400	2016-04-12 01:12	EST	1.59	P	5.5	P
USGS	04119400	2016-04-12 01:24	EST	1.61	P	5.4	P
USGS	04119400	2016-04-12 01:36	EST	1.58	P	5.4	P
USGS	04119400	2016-04-12 01:48	EST	1.61	P	5.4	P
USGS	04119400	2016-04-12 02:00	EST	1.59	P	5.3	P
USGS	04119400	2016-04-12 02:12	EST	1.60	P	5.4	P
USGS	04119400	2016-04-12 02:24	EST	1.60	P	5.4	P
USGS	04119400	2016-04-12 02:36	EST	1.60	P	5.4	P
USGS	04119400	2016-04-12 02:48	EST	1.61	P	5.4	P
USGS	04119400	2016-04-12 03:00	EST	1.61	P	5.3	P
USGS	04119400	2016-04-12 03:12	EST	1.61	P	5.4	P
USGS	04119400	2016-04-12 03:24	EST	1.61	P	5.4	P
USGS	04119400	2016-04-12 03:36	EST	1.61	P	5.4	P
USGS	04119400	2016-04-12 03:48	EST	1.62	P	5.3	P
USGS	04119400	2016-04-12 04:00	EST	1.58	P	5.3	P
USGS	04119400	2016-04-12 04:12	EST	1.60	P	5.3	P
USGS	04119400	2016-04-12 04:24	EST	1.59	P	5.3	P
USGS	04119400	2016-04-12 04:36	EST	1.58	P	5.4	P
USGS	04119400	2016-04-12 04:48	EST	1.58	P	5.4	P
USGS	04119400	2016-04-12 05:00	EST	1.59	P	5.4	P
USGS	04119400	2016-04-12 05:12	EST	1.59	P	5.4	P
USGS	04119400	2016-04-12 05:24	EST	1.57	P	5.4	P
USGS	04119400	2016-04-12 05:36	EST	1.58	P	5.3	P
USGS	04119400	2016-04-12 05:48	EST	1.59	P	5.4	P
USGS	04119400	2016-04-12 06:00	EST	1.58	P	5.4	P
USGS	04119400	2016-04-12 06:12	EST	1.57	P	5.4	P
USGS	04119400	2016-04-12 06:24	EST	1.58	P	5.4	P
USGS	04119400	2016-04-12 06:36	EST	1.59	P	5.3	P
USGS	04119400	2016-04-12 06:48	EST	1.59	P	5.3	P
USGS	04119400	2016-04-12 07:00	EST	1.60	P	5.3	P
USGS	04119400	2016-04-12 07:12	EST	1.58	P	5.3	P
USGS	04119400	2016-04-12 07:24	EST	1.57	P	5.4	P
USGS	04119400	2016-04-12 07:36	EST	1.58	P	5.4	P
USGS	04119400	2016-04-12 07:48	EST	1.58	P	5.4	P
USGS	04119400	2016-04-12 08:00	EST	1.59	P	5.4	P
USGS	04119400	2016-04-12 08:12	EST	1.58	P	5.4	P
USGS	04119400	2016-04-12 08:24	EST	1.61	P	5.4	P
USGS	04119400	2016-04-12 08:36	EST	1.59	P	5.5	P
USGS	04119400	2016-04-12 08:48	EST	1.58	P	5.4	P
USGS	04119400	2016-04-12 09:00	EST	1.58	P	5.5	P
USGS	04119400	2016-04-12 09:12	EST	1.58	P	5.5	P
USGS	04119400	2016-04-12 09:24	EST	1.59	P	5.5	P
USGS	04119400	2016-04-12 09:36	EST	1.57	P	5.6	P
USGS	04119400	2016-04-12 09:48	EST	1.57	P	5.5	P
USGS	04119400	2016-04-12 10:00	EST	1.58	P	5.6	P
USGS	04119400	2016-04-12 10:12	EST	1.60	P	5.6	P
USGS	04119400	2016-04-12 10:24	EST	1.60	P	5.6	P
USGS	04119400	2016-04-12 10:36	EST	1.60	P	5.6	P
USGS	04119400	2016-04-12 10:48	EST	1.60	P	5.7	P
USGS	04119400	2016-04-12 11:00	EST	1.59	P	5.7	P
USGS	04119400	2016-04-12 11:12	EST	1.59	P	5.7	P
USGS	04119400	2016-04-12 11:24	EST	1.59	P	5.7	P
USGS	04119400	2016-04-12 11:36	EST	1.59	P	5.8	P
USGS	04119400	2016-04-12 11:48	EST	1.61	P	5.8	P
USGS	04119400	2016-04-12 12:00	EST	1.59	P	5.9	P
USGS	04119400	2016-04-12 12:12	EST	1.61	P	5.9	P
USGS	04119400	2016-04-12 12:24	EST	1.62	P	5.9	P
USGS	04119400	2016-04-12 12:36	EST	1.62	P	6.0	P
USGS	04119400	2016-04-12 12:48	EST	1.60	P	6.0	P
USGS	04119400	2016-04-12 13:00	EST	1.59	P	6.0	P
USGS	04119400	2016-04-12 13:12	EST	1.59	P	6.1	P
USGS	04119400	2016-04-12 13:24	EST	1.60	P	6.1	P
USGS	04119400	2016-04-12 13:36	EST	1.61	P	6.2	P
USGS	04119400	2016-04-12 13:48	EST	1.61	P	6.3	P
USGS	04119400	2016-04-12 14:00	EST	1.62	P	6.3	P
USGS	04119400	2016-04-12 14:12	EST	1.58	P	6.1	P
USGS	04119400	2016-04-12 14:24	EST	1.62	P	6.3	P
USGS	04119400	2016-04-12 14:36	EST	1.59	P	6.2	P
USGS	04119400	2016-04-12 14:48	EST	1.61	P	6.3	P
USGS	04119400	2016-04-12 15:00	EST	1.59	P	6.4	P
USGS	04119400	2016-04-12 15:12	EST	1.59	P	6.3	P
USGS	04119400	2016-04-12 15:24	EST	1.61	P	6.5	P
USGS	04119400	2016-04-12 15:36	EST	1.60	P	6.4	P
USGS	04119400	2016-04-12 15:48	EST	1.61	P	6.5	P
USGS	04119400	2016-04-12 16:00	EST	1.61	P	6.4	P
USGS	04119400	2016-04-12 16:12	EST	1.59	P	6.4	P
USGS	04119400	2016-04-12 16:24	EST	1.61	P	6.4	P
USGS	04119400	2016-04-12 16:36	EST	1.61	P	6.4	P
USGS	04119400	2016-04-12 16:48	EST	1.58	P	6.4	P
USGS	04119400	2016-04-12 17:00	EST	1.61	P	6.5	P
USGS	04119400	2016-04-12 17:12	EST	1.58	P	6.4	P
USGS	04119400	2016-04-12 17:24	EST	1.61	P	6.4	P
USGS	04119400	2016-04-12 17:36	EST	1.62	P	6.4	P
USGS	04119400	2016-04-12 17:48	EST	1.61	P	6.4	P
USGS	04119400	2016-04-12 18:00	EST	1.59	P	6.4	P
USGS	04119400	2016-04-12 18:12	EST	1.60	P	6.5	P
USGS	04119400	2016-04-12 18:24	EST	1.61	P	6.5	P
USGS	04119400	2016-04-12 18:36	EST	1.60	P	6.5	P
USGS	04119400	2016-04-12 18:48	EST	1.62	P	6.4	P
USGS	04119400	2016-04-12 19:00	EST	1.60	P	6.5	P
USGS	04119400	2016-04-12 19:12	EST	1.62	P	6.4	P
USGS	04119400	2016-04-12 19:24	EST	1.60	P	6.3	P
USGS	04119400	2016-04-12 19:36	EST	1.62	P	6.5	P
USGS	04119400	2016-04-12 19:48	EST	1.64	P	6.4	P
USGS	04119400	2016-04-12 20:00	EST	1.62	P	6.4	P
USGS	04119400	2016-04-12 20:12	EST	1.62	P	6.4	P
USGS	04119400	2016-04-12 20:24	EST	1.62	P	6.3	P
USGS	04119400	2016-04-12 20:36	EST	1.61	P	6.5	P
USGS	04119400	2016-04-12 20:48	EST	1.61	P	6.5	P
USGS	04119400	2016-04-12 21:00	EST	1.62	P	6.2	P
USGS	04119400	2016-04-12 21:12	EST	1.61	P	6.4	P
USGS	04119400	2016-04-12 21:24	EST	1.61	P	6.3	P
USGS	04119400	2016-04-12 21:36	EST	1.62	P	6.4	P
USGS	04119400	2016-04-12 21:48	EST	1.62	P	6.5	P
USGS	04119400	2016-04-12 22:00	EST	1.64	P	6.5	P
USGS	04119400	2016-04-12 22:12	EST	1.62	P	6.3	P
USGS	04119400	2016-04-12 22:24	EST	1.64	P	6.6	P
USGS	04119400	2016-04-12 22:36	EST	1.62	P	6.3	P
USGS	04119400	2016-04-12 22:48	EST	1.61	P	6.3	P
USGS	04119400	2016-04-12 23:00	EST	1.62	P	6.3	P
USGS	04119400	2016-04-12 23:12	EST	1.63	P	6.4	P
USGS	04119400	2016-04-12 23:24	EST	1.64	P	6.6	P
USGS	04119400	2016-04-12 23:36	EST	1.64	P	6.3	P
USGS	04119400	2016-04-12 23:48	EST	1.64	P	6.3	P
USGS	04119400	2016-04-13 00:00	EST	1.64	P	6.3	P
USGS	04119400	2016-04-13 00:12	EST	1.65	P	6.4	P
USGS	04119400	2016-04-13 00:24	EST	1.64	P	6.3	P
USGS	04119400	2016-04-13 00:36	EST	1.65	P	6.4	P
USGS	04119400	2016-04-13 00:48	EST	1.61	P	6.2	P
USGS	04119400	2016-04-13 01:00	EST	1.64	P	6.3	P
USGS	04119400	2016-04-13 01:12	EST	1.64	P	6.3	P
USGS	04119400	2016-04-13 01:24	EST	1.60	P	6.6	P
USGS	04119400	2016-04-13 01:36	EST	1.62	P	6.3	P
USGS	04119400	2016-04-13 01:48	EST	1.63	P	6.3	P
USGS	04119400	2016-04-13 02:00	EST	1.64	P	6.2	P
USGS	04119400	2016-04-13 02:12	EST	1.64	P	6.3	P
USGS	04119400	2016-04-13 02:24	EST	1.65	P	6.4	P
USGS	04119400	2016-04-13 02:36	EST	1.64	P	6.3	P
USGS	04119400	2016-04-13 02:48	EST	1.63	P	6.3	P
USGS	04119400	2016-04-13 03:00	EST	1.64	P	6.4	P
USGS	04119400	2016-04-13 03:12	EST	1.62	P	6.3	P
USGS	04119400	2016-04-13 03:24	EST	1.62	P	6.2	P
USGS	04119400	2016-04-13 03:36	EST	1.63	P	6.3	P
USGS	04119400	2016-04-13 03:48	EST	1.61	P	6.4	P
USGS	04119400	2016-04-13 04:00	EST	1.60	P	6.3	P
USGS	04119400	2016-04-13 04:12	EST	1.64	P	6.2	P
USGS	04119400	2016-04-13 04:24	EST	1.66	P	6.3	P
USGS	04119400	2016-04-13 04:36	EST	1.61	P	6.4	P
USGS	04119400	2016-04-13 04:48	EST	1.64	P	6.4	P
USGS	04119400	2016-04-13 05:00	EST	1.63	P	6.4	P
USGS	04119400	2016-04-13 05:12	EST	1.64	P	6.3	P
USGS	04119400	2016-04-13 05:24	EST	1.63	P	6.2	P
USGS	04119400	2016-04-13 05:36	EST	1.63	P	6.4	P
USGS	04119400	2016-04-13 05:48	EST	1.64	P	6.3	P
USGS	04119400	2016-04-13 06:00	EST	1.62	P	6.3	P
USGS	04119400	2016-04-13 06:12	EST	1.64	P	6.2	P
USGS	04119400	2016-04-13 06:24	EST	1.67	P	6.3	P
USGS	04119400	2016-04-13 06:36	EST	1.66	P	6.2	P
USGS	04119400	2016-04-13 06:48	EST	1.66	P	6.3	P
USGS	04119400	2016-04-13 07:00	EST	1.63	P	6.3	P
USGS	04119400	2016-04-13 07:12	EST	1.66	P	6.4	P
USGS	04119400	2016-04-13 07:24	EST	1.62	P	6.3	P
USGS	04119400	2016-04-13 07:36	EST	1.65	P	6.4	P
USGS	04119400	2016-04-13 07:48	EST	1.67	P	6.2	P
USGS	04119400	2016-04-13 08:00	EST	1.62	P	6.3	P
USGS	04119400	2016-04-13 08:12	EST	1.61	P	6.4	P
USGS	04119400	2016-04-13 08:24	EST	1.65	P	6.3	P
USGS	04119400	2016-04-13 08:36	EST	1.62	P	6.3	P
USGS	04119400	2016-04-13 08:48	EST	1.64	P	6.3	P
USGS	04119400	2016-04-13 09:00	EST	1.62	P	6.4	P
USGS	04119400	2016-04-13 09:12	EST	1.62	P	6.3	P
USGS	04119400	2016-04-13 09:24	EST	1.62	P	6.5	P
USGS	04119400	2016-04-13 09:36	EST	1.60	P	6.3	P
USGS	04119400	2016-04-13 09:48	EST	1.60	P	6.6	P
USGS	04119400	2016-04-13 10:00	EST	1.62	P	6.4	P
USGS	04119400	2016-04-13 10:12	EST	1.64	P	6.4	P
USGS	04119400	2016-04-13 10:24	EST	1.61	P	6.4	P
USGS	04119400	2016-04-13 10:36	EST	1.61	P	6.5	P
USGS	04119400	2016-04-13 10:48	EST			6.4	P
USGS	04119400	2016-04-13 11:00	EST			6.5	P
USGS	04119400	2016-04-13 11:12	EST			6.6	P
USGS	04119400	2016-04-13 11:24	EST			6.7	P
USGS	04119400	2016-04-13 11:36	EST			6.6	P
USGS	04119400	2016-04-13 11:48	EST			6.6	P
USGS	04119400	2016-04-13 12:00	EST			6.6	P
USGS	04119400	2016-04-13 12:12	EST			6.6	P
USGS	04119400	2016-04-13 12:24	EST			6.7	P
USGS	04119400	2016-04-13 13:48	EST	1.62	P	7.2	P
USGS	04119400	2016-04-13 14:00	EST	1.61	P	7.2	P
USGS	04119400	2016-04-13 14:12	EST	1.62	P	7.1	P
USGS	04119400	2016-04-13 14:24	EST	1.59	P	7.0	P
USGS	04119400	2016-04-13 14:36	EST	1.59	P	7.0	P
USGS	04119400	2016-04-13 14:48	EST	1.61	P	7.3	P
USGS	04119400	2016-04-13 15:00	EST	1.62	P	7.1	P
USGS	04119400	2016-04-13 15:12	EST	1.61	P	7.0	P
USGS	04119400	2016-04-13 15:24	EST	1.58	P	7.4	P
USGS	04119400	2016-04-13 15:36	EST	1.61	P	7.0	P
USGS	04119400	2016-04-13 15:48	EST	1.62	P	6.9	P
USGS	04119400	2016-04-13 16:00	EST	1.62	P	6.9	P
USGS	04119400	2016-04-13 16:12	EST	1.61	P	7.1	P
USGS	04119400	2016-04-13 16:24	EST	1.62	P	7.3	P
USGS	04119400	2016-04-13 16:36	EST	1.61	P	7.2	P
USGS	04119400	2016-04-13 16:48	EST	1.62	P	7.0	P
USGS	04119400	2016-04-13 17:00	EST	1.63	P	7.0	P
USGS	04119400	2016-04-13 17:12	EST	1.63	P	7.0	P
USGS	04119400	2016-04-13 17:24	EST	1.64	P	7.0	P
USGS	04119400	2016-04-13 17:36	EST	1.62	P	7.5	P
USGS	04119400	2016-04-13 17:48	EST	1.62	P	7.2	P
USGS	04119400	2016-04-13 18:00	EST	1.62	P	7.1	P
USGS	04119400	2016-04-13 18:12	EST	1.61	P	7.2	P
USGS	04119400	2016-04-13 18:24	EST	1.62	P	7.1	P
USGS	04119400	2016-04-13 18:36	EST	1.64	P	6.9	P
USGS	04119400	2016-04-13 18:48	EST	1.61	P	6.9	P
USGS	04119400	2016-04-13 19:00	EST	1.62	P	7.2	P
USGS	04119400	2016-04-13 19:12	EST	1.63	P	7.1	P
USGS	04119400	2016-04-13 19:24	EST	1.60	P	6.9	P
USGS	04119400	2016-04-13 19:36	EST	1.63	P	7.0	P
USGS	04119400	2016-04-13 19:48	EST	1.62	P	7.1	P
USGS	04119400	2016-04-13 20:00	EST	1.62	P	7.2	P
USGS	04119400	2016-04-13 20:12	EST	1.61	P	7.0	P
USGS	04119400	2016-04-13 20:24	EST	1.62	P	7.1	P
USGS	04119400	2016-04-13 20:36	EST	1.64	P	7.1	P
USGS	04119400	2016-04-13 20:48	EST	1.61	P	7.0	P
USGS	04119400	2016-04-13 21:00	EST	1.62	P	6.9	P
USGS	04119400	2016-04-13 21:12	EST	1.63	P	7.1	P
USGS	04119400	2016-04-13 21:24	EST	1.62	P	7.0	P
USGS	04119400	2016-04-13 21:36	EST	1.62	P	6.9	P
USGS	04119400	2016-04-13 21:48	EST	1.64	P	7.0	P
USGS	04119400	2016-04-13 22:00	EST	1.62	P	7.0	P
USGS	04119400	2016-04-13 22:12	EST	1.61	P	7.0	P
USGS	04119400	2016-04-13 22:24	EST	1.61	P	7.0	P
USGS	04119400	2016-04-13 22:36	EST	1.65	P	7.0	P
USGS	04119400	2016-04-13 22:48	EST	1.62	P	7.0	P
USGS	04119400	2016-04-13 23:00	EST	1.64	P	7.0	P
USGS	04119400	2016-04-13 23:12	EST	1.62	P	7.0	P
USGS	04119400	2016-04-13 23:24	EST	1.64	P	7.0	P
USGS	04119400	2016-04-13 23:36	EST	1.63	P	7.0	P
USGS	04119400	2016-04-13 23:48	EST	1.64	P	6.8	P
USGS	04119400	2016-04-14 00:00	EST	1.63	P	6.9	P
USGS	04119400	2016-04-14 00:12	EST	1.63	P	7.0	P
USGS	04119400	2016-04-14 00:24	EST	1.64	P	6.8	P
USGS	04119400	2016-04-14 00:36	EST	1.62	P	7.0	P
USGS	04119400	2016-04-14 00:48	EST	1.65	P	6.9	P
USGS	04119400	2016-04-14 01:00	EST	1.62	P	6.9	P
USGS	04119400	2016-04-14 01:12	EST	1.63	P	6.9	P
USGS	04119400	2016-04-14 01:24	EST	1.61	P	6.8	P
USGS	04119400	2016-04-14 01:36	EST	1.64	P	6.9	P
USGS	04119400	2016-04-14 01:48	EST	1.63	P	6.9	P
USGS	04119400	2016-04-14 02:00	EST	1.62	P	6.8	P
USGS	04119400	2016-04-14 02:12	EST	1.61	P	6.9	P
USGS	04119400	2016-04-14 02:24	EST	1.61	P	6.9	P
USGS	04119400	2016-04-14 02:36	EST	1.64	P	6.9	P
USGS	04119400	2016-04-14 02:48	EST	1.64	P	6.9	P
USGS	04119400	2016-04-14 03:00	EST	1.63	P	6.8	P
USGS	04119400	2016-04-14 03:12	EST	1.62	P	6.8	P
USGS	04119400	2016-04-14 03:24	EST	1.62	P	6.8	P
USGS	04119400	2016-04-14 03:36	EST	1.62	P	6.8	P
USGS	04119400	2016-04-14 03:48	EST	1.62	P	6.8	P
USGS	04119400	2016-04-14 04:00	EST	1.61	P	6.8	P
USGS	04119400	2016-04-14 04:12	EST	1.62	P	6.8	P
USGS	04119400	2016-04-14 04:24	EST	1.63	P	6.8	P
USGS	04119400	2016-04-14 04:36	EST	1.62	P	6.9	P
USGS	04119400	2016-04-14 04:48	EST	1.60	P	6.8	P
USGS	04119400	2016-04-14 05:00	EST	1.61	P	6.8	P
USGS	04119400	2016-04-14 05:12	EST	1.61	P	6.8	P
USGS	04119400	2016-04-14 05:24	EST	1.61	P	6.8	P
USGS	04119400	2016-04-14 05:36	EST	1.61	P	6.8	P
USGS	04119400	2016-04-14 05:48	EST	1.62	P	6.8	P
USGS	04119400	2016-04-14 06:00	EST	1.62	P	6.8	P
USGS	04119400	2016-04-14 06:12	EST	1.62	P	6.8	P
USGS	04119400	2016-04-14 06:24	EST	1.63	P	6.8	P
USGS	04119400	2016-04-14 06:36	EST	1.62	P	6.8	P
USGS	04119400	2016-04-14 06:48	EST	1.59	P	6.8	P
USGS	04119400	2016-04-14 07:00	EST	1.62	P	6.7	P
USGS	04119400	2016-04-14 07:12	EST	1.60	P	6.8	P
USGS	04119400	2016-04-14 07:24	EST	1.62	P	6.8	P
USGS	04119400	2016-04-14 07:36	EST	1.62	P	6.8	P
USGS	04119400	2016-04-14 07:48	EST	1.64	P	6.8	P
USGS	04119400	2016-04-14 08:00	EST	1.61	P	6.8	P
USGS	04119400	2016-04-14 08:12	EST	1.63	P	6.8	P
USGS	04119400	2016-04-14 08:24	EST	1.61	P	6.8	P
USGS	04119400	2016-04-14 08:36	EST	1.63	P	6.8	P
USGS	04119400	2016-04-14 08:48	EST	1.59	P	6.8	P
USGS	04119400	2016-04-14 09:00	EST	1.59	P	6.9	P
USGS	04119400	2016-04-14 09:12	EST	1.62	P	6.9	P
USGS	04119400	2016-04-14 09:24	EST	1.60	P	6.9	P
USGS	04119400	2016-04-14 09:36	EST	1.64	P	7.0	P
USGS	04119400	2016-04-14 09:48	EST	1.62	P	7.0	P
USGS	04119400	2016-04-14 10:00	EST	1.62	P	7.0	P
USGS	04119400	2016-04-14 10:12	EST	1.61	P	7.0	P
USGS	04119400	2016-04-14 10:24	EST	1.63	P	7.1	P
USGS	04119400	2016-04-14 10:36	EST	1.63	P	7.1	P
USGS	04119400	2016-04-14 10:48	EST	1.60	P	7.1	P
USGS	04119400	2016-04-14 11:00	EST	1.59	P	7.2	P
USGS	04119400	2016-04-14 11:12	EST	1.61	P	7.2	P
USGS	04119400	2016-04-14 11:24	EST	1.62	P	7.3	P
USGS	04119400	2016-04-14 11:36	EST	1.59	P	7.4	P
USGS	04119400	2016-04-14 11:48	EST	1.62	P	7.4	P
USGS	04119400	2016-04-14 12:00	EST	1.60	P	7.4	P
USGS	04119400	2016-04-14 12:12	EST	1.61	P	7.6	P
USGS	04119400	2016-04-14 12:24	EST	1.59	P	7.6	P
USGS	04119400	2016-04-14 12:36	EST	1.60	P	7.6	P
USGS	04119400	2016-04-14 12:48	EST	1.62	P	7.7	P
