# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-04-23 12:29:32 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04095090 PORTAGE-BURNS WATERWAY AT PORTAGE, IN
# -----------------------------------------------------------------------------------
#
# Data provided for site 04095090
#    DD parameter   Description
#    01   00055     Stream velocity, feet per second
#    30   00010     Temperature, water, degrees Celsius
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
# 
agency_cd	site_no	datetime	tz_cd	30_00010	30_00010_cd
USGS	04095090	2011-07-19 19:45	EST	27.2	A
USGS	04095090	2011-07-19 20:00	EST	27.4	A
USGS	04095090	2011-07-19 20:15	EST	27.3	A
USGS	04095090	2011-07-19 20:30	EST	27.2	A
USGS	04095090	2011-07-19 20:45	EST	27.3	A
USGS	04095090	2011-07-19 21:00	EST	27.6	A
USGS	04095090	2011-07-19 21:15	EST	27.7	A
USGS	04095090	2011-07-19 21:30	EST	27.9	A
USGS	04095090	2011-07-19 21:45	EST	28.0	A
USGS	04095090	2011-07-19 22:00	EST	27.9	A
USGS	04095090	2011-07-19 22:15	EST	27.9	A
USGS	04095090	2011-07-19 22:30	EST	27.9	A
USGS	04095090	2011-07-19 22:45	EST	27.8	A
USGS	04095090	2011-07-19 23:00	EST	27.8	A
USGS	04095090	2011-07-19 23:15	EST	27.8	A
USGS	04095090	2011-07-19 23:30	EST	27.7	A
USGS	04095090	2011-07-19 23:45	EST	27.7	A
USGS	04095090	2011-07-20 00:00	EST	27.6	A
USGS	04095090	2011-07-20 00:15	EST	27.7	A
USGS	04095090	2011-07-20 00:30	EST	27.6	A
USGS	04095090	2011-07-20 00:45	EST	27.6	A
USGS	04095090	2011-07-20 01:00	EST	27.6	A
USGS	04095090	2011-07-20 01:15	EST	27.6	A
USGS	04095090	2011-07-20 01:30	EST	27.3	A
USGS	04095090	2011-07-20 01:45	EST	27.3	A
USGS	04095090	2011-07-20 02:00	EST	27.2	A
USGS	04095090	2011-07-20 02:15	EST	27.1	A
USGS	04095090	2011-07-20 02:30	EST	27.1	A
USGS	04095090	2011-07-20 02:45	EST	27.0	A
USGS	04095090	2011-07-20 03:00	EST	26.9	A
USGS	04095090	2011-07-20 03:15	EST	26.9	A
USGS	04095090	2011-07-20 03:30	EST	26.8	A
USGS	04095090	2011-07-20 03:45	EST	26.7	A
USGS	04095090	2011-07-20 04:00	EST	26.9	A
USGS	04095090	2011-07-20 04:15	EST	26.9	A
USGS	04095090	2011-07-20 04:30	EST	26.7	A
USGS	04095090	2011-07-20 04:45	EST	26.6	A
USGS	04095090	2011-07-20 05:00	EST	26.5	A
USGS	04095090	2011-07-20 05:15	EST	26.4	A
USGS	04095090	2011-07-20 05:30	EST	26.2	A
USGS	04095090	2011-07-20 05:45	EST	26.3	A
USGS	04095090	2011-07-20 06:00	EST	26.4	A
USGS	04095090	2011-07-20 06:15	EST	26.2	A
USGS	04095090	2011-07-20 06:30	EST	26.2	A
USGS	04095090	2011-07-20 06:45	EST	26.2	A
USGS	04095090	2011-07-20 07:00	EST	26.2	A
USGS	04095090	2011-07-20 07:15	EST	26.2	A
USGS	04095090	2011-07-20 07:30	EST	26.2	A
USGS	04095090	2011-07-20 07:45	EST	26.2	A
USGS	04095090	2011-07-20 08:00	EST	26.2	A
USGS	04095090	2011-07-20 08:15	EST	26.1	A
USGS	04095090	2011-07-20 08:30	EST	26.2	A
USGS	04095090	2011-07-20 08:45	EST	26.1	A
USGS	04095090	2011-07-20 09:00	EST	26.2	A
USGS	04095090	2011-07-20 09:15	EST	26.3	A
USGS	04095090	2011-07-20 09:30	EST	26.1	A
USGS	04095090	2011-07-20 09:45	EST	26.0	A
USGS	04095090	2011-07-20 10:00	EST	26.0	A
USGS	04095090	2011-07-20 10:15	EST	26.1	A
USGS	04095090	2011-07-20 10:30	EST	26.1	A
USGS	04095090	2011-07-20 10:45	EST	26.2	A
USGS	04095090	2011-07-20 11:00	EST	26.3	A
USGS	04095090	2011-07-20 11:15	EST	26.5	A
USGS	04095090	2011-07-20 11:30	EST	26.3	A
USGS	04095090	2011-07-20 11:45	EST	26.4	A
USGS	04095090	2011-07-20 12:00	EST	26.4	A
USGS	04095090	2011-07-20 12:15	EST	26.7	A
USGS	04095090	2011-07-20 12:30	EST	26.6	A
USGS	04095090	2011-07-20 12:45	EST	26.6	A
USGS	04095090	2011-07-20 13:00	EST	26.6	A
USGS	04095090	2011-07-20 13:15	EST	26.6	A
USGS	04095090	2011-07-20 13:30	EST	26.8	A
USGS	04095090	2011-07-20 13:45	EST	26.8	A
USGS	04095090	2011-07-20 14:00	EST	26.9	A
USGS	04095090	2011-07-20 14:15	EST	26.9	A
USGS	04095090	2011-07-20 14:30	EST	27.0	A
USGS	04095090	2011-07-20 14:45	EST	27.0	A
USGS	04095090	2011-07-20 15:00	EST	27.0	A
USGS	04095090	2011-07-20 15:15	EST	27.1	A
USGS	04095090	2011-07-20 15:30	EST	27.2	A
USGS	04095090	2011-07-20 15:45	EST	27.1	A
USGS	04095090	2011-07-20 16:00	EST	27.3	A
USGS	04095090	2011-07-20 16:15	EST	27.4	A
USGS	04095090	2011-07-20 16:30	EST	27.5	A
USGS	04095090	2011-07-20 16:45	EST	27.5	A
USGS	04095090	2011-07-20 17:00	EST	27.5	A
USGS	04095090	2011-07-20 17:15	EST	27.5	A
USGS	04095090	2011-07-20 17:30	EST	27.6	A
USGS	04095090	2011-07-20 17:45	EST	27.5	A
USGS	04095090	2011-07-20 18:00	EST	27.6	A
USGS	04095090	2011-07-20 18:15	EST	27.7	A
USGS	04095090	2011-07-20 18:30	EST	27.8	A
USGS	04095090	2011-07-20 18:45	EST	27.8	A
USGS	04095090	2011-07-20 19:00	EST	27.8	A
USGS	04095090	2011-07-20 19:15	EST	27.8	A
USGS	04095090	2011-07-20 19:30	EST	27.9	A
USGS	04095090	2011-07-20 19:45	EST	27.9	A
USGS	04095090	2011-07-20 20:00	EST	27.9	A
USGS	04095090	2011-07-20 20:15	EST	28.0	A
USGS	04095090	2011-07-20 20:30	EST	28.0	A
USGS	04095090	2011-07-20 20:45	EST	28.0	A
USGS	04095090	2011-07-20 21:00	EST	28.0	A
USGS	04095090	2011-07-20 21:15	EST	28.0	A
USGS	04095090	2011-07-20 21:30	EST	27.9	A
USGS	04095090	2011-07-20 21:45	EST	27.8	A
USGS	04095090	2011-07-20 22:00	EST	27.8	A
USGS	04095090	2011-07-20 22:15	EST	27.8	A
USGS	04095090	2011-07-20 22:30	EST	27.7	A
USGS	04095090	2011-07-20 22:45	EST	27.4	A
USGS	04095090	2011-07-20 23:00	EST	26.9	A
USGS	04095090	2011-07-20 23:15	EST	26.8	A
USGS	04095090	2011-07-20 23:30	EST	26.8	A
USGS	04095090	2011-07-20 23:45	EST	26.8	A
USGS	04095090	2011-07-21 00:00	EST	26.7	A
USGS	04095090	2011-07-21 00:15	EST	26.4	A
USGS	04095090	2011-07-21 00:30	EST	26.6	A
USGS	04095090	2011-07-21 00:45	EST	26.6	A
USGS	04095090	2011-07-21 01:00	EST	26.6	A
USGS	04095090	2011-07-21 01:15	EST	26.5	A
USGS	04095090	2011-07-21 01:30	EST	26.5	A
USGS	04095090	2011-07-21 01:45	EST	26.6	A
USGS	04095090	2011-07-21 02:00	EST	26.7	A
USGS	04095090	2011-07-21 02:15	EST	26.8	A
USGS	04095090	2011-07-21 02:30	EST	26.7	A
USGS	04095090	2011-07-21 02:45	EST	26.6	A
USGS	04095090	2011-07-21 03:00	EST	26.4	A
USGS	04095090	2011-07-21 03:15	EST	26.1	A
USGS	04095090	2011-07-21 03:30	EST	25.9	A
USGS	04095090	2011-07-21 03:45	EST	25.8	A
USGS	04095090	2011-07-21 04:00	EST	25.8	A
USGS	04095090	2011-07-21 04:15	EST	25.7	A
USGS	04095090	2011-07-21 04:30	EST	25.8	A
USGS	04095090	2011-07-21 04:45	EST	25.8	A
USGS	04095090	2011-07-21 05:00	EST	25.8	A
USGS	04095090	2011-07-21 05:15	EST	25.7	A
USGS	04095090	2011-07-21 05:30	EST	25.6	A
USGS	04095090	2011-07-21 05:45	EST	25.7	A
USGS	04095090	2011-07-21 06:00	EST	25.6	A
USGS	04095090	2011-07-21 06:15	EST	25.5	A
USGS	04095090	2011-07-21 06:30	EST	25.5	A
USGS	04095090	2011-07-21 06:45	EST	25.3	A
USGS	04095090	2011-07-21 07:00	EST	25.0	A
USGS	04095090	2011-07-21 07:15	EST	25.1	A
USGS	04095090	2011-07-21 07:30	EST	25.1	A
USGS	04095090	2011-07-21 07:45	EST	25.1	A
USGS	04095090	2011-07-21 08:00	EST	25.1	A
USGS	04095090	2011-07-21 08:15	EST	25.1	A
USGS	04095090	2011-07-21 08:30	EST	25.4	A
USGS	04095090	2011-07-21 08:45	EST	25.5	A
USGS	04095090	2011-07-21 09:00	EST	25.6	A
USGS	04095090	2011-07-21 09:15	EST	25.6	A
USGS	04095090	2011-07-21 09:30	EST	25.6	A
USGS	04095090	2011-07-21 09:45	EST	25.7	A
USGS	04095090	2011-07-21 10:00	EST	25.4	A
USGS	04095090	2011-07-21 10:15	EST	25.5	A
USGS	04095090	2011-07-21 10:30	EST	25.5	A
USGS	04095090	2011-07-21 10:45	EST	25.5	A
USGS	04095090	2011-07-21 11:00	EST	26.4	A
USGS	04095090	2011-07-21 11:15	EST	26.1	A
USGS	04095090	2011-07-21 11:30	EST	26.1	A
USGS	04095090	2011-07-21 11:45	EST	26.4	A
USGS	04095090	2011-07-21 12:00	EST	26.4	A
USGS	04095090	2011-07-21 12:15	EST	26.1	A
USGS	04095090	2011-07-21 12:30	EST	26.4	A
USGS	04095090	2011-07-21 12:45	EST	26.3	A
USGS	04095090	2011-07-21 13:00	EST	26.3	A
USGS	04095090	2011-07-21 13:15	EST	26.4	A
USGS	04095090	2011-07-21 13:30	EST	26.2	A
USGS	04095090	2011-07-21 13:45	EST	26.5	A
USGS	04095090	2011-07-21 14:00	EST	26.7	A
USGS	04095090	2011-07-21 14:15	EST	26.6	A
USGS	04095090	2011-07-21 14:30	EST	26.8	A
USGS	04095090	2011-07-21 14:45	EST	26.2	A
USGS	04095090	2011-07-21 15:00	EST	26.5	A
USGS	04095090	2011-07-21 15:15	EST	26.4	A
USGS	04095090	2011-07-21 15:30	EST	26.8	A
USGS	04095090	2011-07-21 15:45	EST	26.8	A
USGS	04095090	2011-07-21 16:00	EST	26.7	A
USGS	04095090	2011-07-21 16:15	EST	26.7	A
USGS	04095090	2011-07-21 16:30	EST	26.8	A
USGS	04095090	2011-07-21 16:45	EST	26.8	A
USGS	04095090	2011-07-21 17:00	EST	26.9	A
USGS	04095090	2011-07-21 17:15	EST	27.0	A
USGS	04095090	2011-07-21 17:30	EST	26.9	A
USGS	04095090	2011-07-21 17:45	EST	27.0	A
USGS	04095090	2011-07-21 18:00	EST	27.0	A
USGS	04095090	2011-07-21 18:15	EST	27.2	A
USGS	04095090	2011-07-21 18:30	EST	27.2	A
USGS	04095090	2011-07-21 18:45	EST	27.3	A
USGS	04095090	2011-07-21 19:00	EST	27.1	A
USGS	04095090	2011-07-21 19:15	EST	27.0	A
USGS	04095090	2011-07-21 19:30	EST	27.1	A
USGS	04095090	2011-07-21 19:45	EST	27.2	A
USGS	04095090	2011-07-21 20:00	EST	27.1	A
USGS	04095090	2011-07-21 20:15	EST	27.1	A
USGS	04095090	2011-07-21 20:30	EST	27.1	A
USGS	04095090	2011-07-21 20:45	EST	27.1	A
USGS	04095090	2011-07-21 21:00	EST	27.2	A
USGS	04095090	2011-07-21 21:15	EST	27.2	A
USGS	04095090	2011-07-21 21:30	EST	27.2	A
USGS	04095090	2011-07-21 21:45	EST	27.2	A
USGS	04095090	2011-07-21 22:00	EST	27.2	A
USGS	04095090	2011-07-21 22:15	EST	27.2	A
USGS	04095090	2011-07-21 22:30	EST	27.2	A
USGS	04095090	2011-07-21 22:45	EST	27.1	A
USGS	04095090	2011-07-21 23:00	EST	27.1	A
USGS	04095090	2011-07-21 23:15	EST	27.1	A
USGS	04095090	2011-07-21 23:30	EST	27.1	A
USGS	04095090	2011-07-21 23:45	EST	27.2	A
USGS	04095090	2011-07-22 00:00	EST	27.3	A
USGS	04095090	2011-07-22 00:15	EST	27.4	A
USGS	04095090	2011-07-22 00:30	EST	27.4	A
USGS	04095090	2011-07-22 00:45	EST	27.4	A
USGS	04095090	2011-07-22 01:00	EST	27.4	A
USGS	04095090	2011-07-22 01:15	EST	27.4	A
USGS	04095090	2011-07-22 01:30	EST	27.5	A
USGS	04095090	2011-07-22 01:45	EST	27.5	A
USGS	04095090	2011-07-22 02:00	EST	27.4	A
USGS	04095090	2011-07-22 02:15	EST	27.4	A
USGS	04095090	2011-07-22 02:30	EST	27.4	A
USGS	04095090	2011-07-22 02:45	EST	27.4	A
USGS	04095090	2011-07-22 03:00	EST	27.4	A
USGS	04095090	2011-07-22 03:15	EST	27.4	A
USGS	04095090	2011-07-22 03:30	EST	27.4	A
USGS	04095090	2011-07-22 03:45	EST	27.3	A
USGS	04095090	2011-07-22 04:00	EST	27.1	A
USGS	04095090	2011-07-22 04:15	EST	27.1	A
USGS	04095090	2011-07-22 04:30	EST	27.0	A
USGS	04095090	2011-07-22 04:45	EST	27.0	A
USGS	04095090	2011-07-22 05:00	EST	27.0	A
USGS	04095090	2011-07-22 05:15	EST	27.0	A
USGS	04095090	2011-07-22 05:30	EST	27.0	A
USGS	04095090	2011-07-22 05:45	EST	27.0	A
USGS	04095090	2011-07-22 06:00	EST	26.9	A
USGS	04095090	2011-07-22 06:15	EST	27.0	A
USGS	04095090	2011-07-22 06:30	EST	26.9	A
USGS	04095090	2011-07-22 06:45	EST	26.8	A
USGS	04095090	2011-07-22 07:00	EST	26.8	A
USGS	04095090	2011-07-22 07:15	EST	26.8	A
USGS	04095090	2011-07-22 07:30	EST	26.8	A
USGS	04095090	2011-07-22 07:45	EST	26.7	A
USGS	04095090	2011-07-22 08:00	EST	26.8	A
USGS	04095090	2011-07-22 08:15	EST	26.8	A
USGS	04095090	2011-07-22 08:30	EST	26.6	A
USGS	04095090	2011-07-22 08:45	EST	26.5	A
USGS	04095090	2011-07-22 09:00	EST	26.5	A
USGS	04095090	2011-07-22 09:15	EST	26.5	A
USGS	04095090	2011-07-22 09:30	EST	26.5	A
USGS	04095090	2011-07-22 09:45	EST	26.4	A
USGS	04095090	2011-07-22 10:00	EST	26.4	A
USGS	04095090	2011-07-22 10:15	EST	26.3	A
USGS	04095090	2011-07-22 10:30	EST	26.3	A
USGS	04095090	2011-07-22 10:45	EST	26.3	A
USGS	04095090	2011-07-22 11:00	EST	26.3	A
USGS	04095090	2011-07-22 11:15	EST	26.4	A
USGS	04095090	2011-07-22 11:30	EST	26.3	A
USGS	04095090	2011-07-22 11:45	EST	26.2	A
USGS	04095090	2011-07-22 12:00	EST	26.1	A
USGS	04095090	2011-07-22 12:15	EST	26.0	A
USGS	04095090	2011-07-22 12:30	EST	26.0	A
USGS	04095090	2011-07-22 12:45	EST	25.9	A
USGS	04095090	2011-07-22 13:00	EST	26.0	A
USGS	04095090	2011-07-22 13:15	EST	26.1	A
USGS	04095090	2011-07-22 13:30	EST	26.1	A
USGS	04095090	2011-07-22 13:45	EST	26.2	A
USGS	04095090	2011-07-22 14:00	EST	26.3	A
USGS	04095090	2011-07-22 14:15	EST	26.4	A
USGS	04095090	2011-07-22 14:30	EST	26.5	A
USGS	04095090	2011-07-22 14:45	EST	26.5	A
USGS	04095090	2011-07-22 15:00	EST	26.6	A
USGS	04095090	2011-07-22 15:15	EST	26.5	A
USGS	04095090	2011-07-22 15:30	EST	26.5	A
USGS	04095090	2011-07-22 15:45	EST	26.5	A
USGS	04095090	2011-07-22 16:00	EST	26.5	A
USGS	04095090	2011-07-22 16:15	EST	26.6	A
USGS	04095090	2011-07-22 16:30	EST	26.6	A
USGS	04095090	2011-07-22 16:45	EST	26.6	A
USGS	04095090	2011-07-22 17:00	EST	26.7	A
USGS	04095090	2011-07-22 17:15	EST	26.5	A
USGS	04095090	2011-07-22 17:30	EST	26.4	A
USGS	04095090	2011-07-22 17:45	EST	26.5	A
USGS	04095090	2011-07-22 18:00	EST	26.5	A
USGS	04095090	2011-07-22 18:15	EST	26.5	A
USGS	04095090	2011-07-22 18:30	EST	26.4	A
USGS	04095090	2011-07-22 18:45	EST	26.4	A
USGS	04095090	2011-07-22 19:00	EST	26.4	A
USGS	04095090	2011-07-22 19:15	EST	26.5	A
USGS	04095090	2011-07-22 19:30	EST	26.6	A
USGS	04095090	2011-07-22 19:45	EST	26.5	A
USGS	04095090	2011-07-22 20:00	EST	26.6	A
USGS	04095090	2011-07-22 20:15	EST	26.5	A
USGS	04095090	2011-07-22 20:30	EST	26.6	A
USGS	04095090	2011-07-22 20:45	EST	26.8	A
USGS	04095090	2011-07-22 21:00	EST	26.7	A
USGS	04095090	2011-07-22 21:15	EST	26.5	A
USGS	04095090	2011-07-22 21:30	EST	26.6	A
USGS	04095090	2011-07-22 21:45	EST	26.7	A
USGS	04095090	2011-07-22 22:00	EST	26.7	A
USGS	04095090	2011-07-22 22:15	EST	26.9	A
USGS	04095090	2011-07-22 22:30	EST	26.7	A
USGS	04095090	2011-07-22 22:45	EST	26.8	A
USGS	04095090	2011-07-22 23:00	EST	26.8	A
USGS	04095090	2011-07-22 23:15	EST	26.7	A
USGS	04095090	2011-07-22 23:30	EST	26.6	A
USGS	04095090	2011-07-22 23:45	EST	26.6	A
USGS	04095090	2011-07-23 00:00	EST	26.7	A
USGS	04095090	2011-07-23 00:15	EST	26.6	A
USGS	04095090	2011-07-23 00:30	EST	26.7	A
USGS	04095090	2011-07-23 00:45	EST	26.6	A
USGS	04095090	2011-07-23 01:00	EST	26.6	A
USGS	04095090	2011-07-23 01:15	EST	26.4	A
USGS	04095090	2011-07-23 01:30	EST	26.2	A
USGS	04095090	2011-07-23 01:45	EST	26.3	A
USGS	04095090	2011-07-23 02:00	EST	26.3	A
USGS	04095090	2011-07-23 02:15	EST	26.5	A
USGS	04095090	2011-07-23 02:30	EST	26.5	A
USGS	04095090	2011-07-23 02:45	EST	26.5	A
USGS	04095090	2011-07-23 03:00	EST	26.3	A
USGS	04095090	2011-07-23 03:15	EST	26.1	A
USGS	04095090	2011-07-23 03:30	EST	26.0	A
USGS	04095090	2011-07-23 03:45	EST	25.8	A
USGS	04095090	2011-07-23 04:00	EST	26.0	A
USGS	04095090	2011-07-23 04:15	EST	25.9	A
USGS	04095090	2011-07-23 04:30	EST	25.6	A
USGS	04095090	2011-07-23 04:45	EST	25.6	A
USGS	04095090	2011-07-23 05:00	EST	25.5	A
USGS	04095090	2011-07-23 05:15	EST	25.4	A
USGS	04095090	2011-07-23 05:30	EST	25.6	A
USGS	04095090	2011-07-23 05:45	EST	25.6	A
USGS	04095090	2011-07-23 06:00	EST	25.6	A
USGS	04095090	2011-07-23 06:15	EST	25.5	A
USGS	04095090	2011-07-23 06:30	EST	25.4	A
USGS	04095090	2011-07-23 06:45	EST	25.4	A
USGS	04095090	2011-07-23 07:00	EST	25.4	A
USGS	04095090	2011-07-23 07:15	EST	25.4	A
USGS	04095090	2011-07-23 07:30	EST	25.5	A
USGS	04095090	2011-07-23 07:45	EST	25.6	A
USGS	04095090	2011-07-23 08:00	EST	25.6	A
USGS	04095090	2011-07-23 08:15	EST	25.7	A
USGS	04095090	2011-07-23 08:30	EST	25.6	A
USGS	04095090	2011-07-23 08:45	EST	25.6	A
USGS	04095090	2011-07-23 09:00	EST	25.5	A
USGS	04095090	2011-07-23 09:15	EST	25.3	A
USGS	04095090	2011-07-23 09:30	EST	25.4	A
USGS	04095090	2011-07-23 09:45	EST	25.4	A
USGS	04095090	2011-07-23 10:00	EST	25.5	A
USGS	04095090	2011-07-23 10:15	EST	25.5	A
USGS	04095090	2011-07-23 10:30	EST	25.5	A
USGS	04095090	2011-07-23 10:45	EST	25.5	A
USGS	04095090	2011-07-23 11:00	EST	25.6	A
USGS	04095090	2011-07-23 11:15	EST	25.4	A
USGS	04095090	2011-07-23 11:30	EST	25.5	A
USGS	04095090	2011-07-23 11:45	EST	25.6	A
USGS	04095090	2011-07-23 12:00	EST	25.7	A
USGS	04095090	2011-07-23 12:15	EST	25.7	A
USGS	04095090	2011-07-23 12:30	EST	25.5	A
USGS	04095090	2011-07-23 12:45	EST	25.5	A
USGS	04095090	2011-07-23 13:00	EST	25.5	A
USGS	04095090	2011-07-23 13:15	EST	25.5	A
USGS	04095090	2011-07-23 13:30	EST	25.5	A
USGS	04095090	2011-07-23 13:45	EST	25.4	A
USGS	04095090	2011-07-23 14:00	EST	25.4	A
USGS	04095090	2011-07-23 14:15	EST	25.4	A
USGS	04095090	2011-07-23 14:30	EST	25.5	A
USGS	04095090	2011-07-23 14:45	EST	25.6	A
USGS	04095090	2011-07-23 15:00	EST	25.6	A
USGS	04095090	2011-07-23 15:15	EST	25.6	A
USGS	04095090	2011-07-23 15:30	EST	25.6	A
USGS	04095090	2011-07-23 15:45	EST	25.7	A
USGS	04095090	2011-07-23 16:00	EST	25.8	A
USGS	04095090	2011-07-23 16:15	EST	25.7	A
USGS	04095090	2011-07-23 16:30	EST	25.8	A
USGS	04095090	2011-07-23 16:45	EST	25.8	A
USGS	04095090	2011-07-23 17:00	EST	25.5	A
USGS	04095090	2011-07-23 17:15	EST	25.6	A
USGS	04095090	2011-07-23 17:30	EST	25.8	A
USGS	04095090	2011-07-23 17:45	EST	25.9	A
USGS	04095090	2011-07-23 18:00	EST	25.9	A
USGS	04095090	2011-07-23 18:15	EST	25.8	A
USGS	04095090	2011-07-23 18:30	EST	25.8	A
USGS	04095090	2011-07-23 18:45	EST	25.8	A
USGS	04095090	2011-07-23 19:00	EST	25.7	A
USGS	04095090	2011-07-23 19:15	EST	25.8	A
USGS	04095090	2011-07-23 19:30	EST	25.9	A
USGS	04095090	2011-07-23 19:45	EST	25.8	A
USGS	04095090	2011-07-23 20:00	EST	25.9	A
USGS	04095090	2011-07-23 20:15	EST	25.8	A
USGS	04095090	2011-07-23 20:30	EST	25.8	A
USGS	04095090	2011-07-23 20:45	EST	25.8	A
USGS	04095090	2011-07-23 21:00	EST	25.8	A
USGS	04095090	2011-07-23 21:15	EST	25.9	A
USGS	04095090	2011-07-23 21:30	EST	26.0	A
USGS	04095090	2011-07-23 21:45	EST	26.1	A
USGS	04095090	2011-07-23 22:00	EST	26.0	A
USGS	04095090	2011-07-23 22:15	EST	25.8	A
USGS	04095090	2011-07-23 22:30	EST	25.8	A
USGS	04095090	2011-07-23 22:45	EST	25.8	A
USGS	04095090	2011-07-23 23:00	EST	25.8	A
USGS	04095090	2011-07-23 23:15	EST	25.8	A
USGS	04095090	2011-07-23 23:30	EST	25.8	A
USGS	04095090	2011-07-23 23:45	EST	26.0	A
USGS	04095090	2011-07-24 00:00	EST	26.0	A
USGS	04095090	2011-07-24 00:15	EST	26.0	A
USGS	04095090	2011-07-24 00:30	EST	26.2	A
USGS	04095090	2011-07-24 00:45	EST	26.2	A
USGS	04095090	2011-07-24 01:00	EST	26.0	A
USGS	04095090	2011-07-24 01:15	EST	25.8	A
USGS	04095090	2011-07-24 01:30	EST	25.8	A
USGS	04095090	2011-07-24 01:45	EST	25.8	A
USGS	04095090	2011-07-24 02:00	EST	25.8	A
USGS	04095090	2011-07-24 02:15	EST	25.6	A
USGS	04095090	2011-07-24 02:30	EST	25.6	A
USGS	04095090	2011-07-24 02:45	EST	25.6	A
USGS	04095090	2011-07-24 03:00	EST	25.6	A
USGS	04095090	2011-07-24 03:15	EST	25.6	A
USGS	04095090	2011-07-24 03:30	EST	25.6	A
USGS	04095090	2011-07-24 03:45	EST	25.8	A
USGS	04095090	2011-07-24 04:00	EST	26.0	A
USGS	04095090	2011-07-24 04:15	EST	25.8	A
USGS	04095090	2011-07-24 04:30	EST	25.6	A
USGS	04095090	2011-07-24 04:45	EST	25.3	A
USGS	04095090	2011-07-24 05:00	EST	25.2	A
USGS	04095090	2011-07-24 05:15	EST	25.2	A
USGS	04095090	2011-07-24 05:30	EST	25.2	A
USGS	04095090	2011-07-24 05:45	EST	25.0	A
USGS	04095090	2011-07-24 06:00	EST	25.2	A
USGS	04095090	2011-07-24 06:15	EST	25.5	A
USGS	04095090	2011-07-24 06:30	EST	25.4	A
USGS	04095090	2011-07-24 06:45	EST	25.4	A
USGS	04095090	2011-07-24 07:00	EST	25.4	A
USGS	04095090	2011-07-24 07:15	EST	25.5	A
USGS	04095090	2011-07-24 07:30	EST	25.6	A
USGS	04095090	2011-07-24 07:45	EST	25.6	A
USGS	04095090	2011-07-24 08:00	EST	25.3	A
USGS	04095090	2011-07-24 08:15	EST	24.9	A
USGS	04095090	2011-07-24 08:30	EST	25.0	A
USGS	04095090	2011-07-24 08:45	EST	25.1	A
USGS	04095090	2011-07-24 09:00	EST	25.1	A
USGS	04095090	2011-07-24 09:15	EST	24.9	A
USGS	04095090	2011-07-24 09:30	EST	24.9	A
USGS	04095090	2011-07-24 09:45	EST	25.0	A
USGS	04095090	2011-07-24 10:00	EST	24.9	A
USGS	04095090	2011-07-24 10:15	EST	25.0	A
USGS	04095090	2011-07-24 10:30	EST	25.2	A
USGS	04095090	2011-07-24 10:45	EST	25.2	A
USGS	04095090	2011-07-24 11:00	EST	24.8	A
USGS	04095090	2011-07-24 11:15	EST	25.0	A
USGS	04095090	2011-07-24 11:30	EST	24.7	A
USGS	04095090	2011-07-24 11:45	EST	24.6	A
USGS	04095090	2011-07-24 12:00	EST	24.7	A
USGS	04095090	2011-07-24 12:15	EST	24.6	A
USGS	04095090	2011-07-24 12:30	EST	24.6	A
USGS	04095090	2011-07-24 12:45	EST	24.7	A
USGS	04095090	2011-07-24 13:00	EST	24.6	A
USGS	04095090	2011-07-24 13:15	EST	24.9	A
USGS	04095090	2011-07-24 13:30	EST	25.0	A
USGS	04095090	2011-07-24 13:45	EST	24.8	A
USGS	04095090	2011-07-24 14:00	EST	24.9	A
USGS	04095090	2011-07-24 14:15	EST	24.9	A
USGS	04095090	2011-07-24 14:30	EST	25.0	A
USGS	04095090	2011-07-24 14:45	EST	24.8	A
USGS	04095090	2011-07-24 15:00	EST	24.8	A
USGS	04095090	2011-07-24 15:15	EST	24.9	A
USGS	04095090	2011-07-24 15:30	EST	24.9	A
USGS	04095090	2011-07-24 15:45	EST	25.1	A
USGS	04095090	2011-07-24 16:00	EST	25.1	A
USGS	04095090	2011-07-24 16:15	EST	25.0	A
USGS	04095090	2011-07-24 16:30	EST	25.0	A
USGS	04095090	2011-07-24 16:45	EST	25.0	A
USGS	04095090	2011-07-24 17:00	EST	25.1	A
USGS	04095090	2011-07-24 17:15	EST	25.1	A
USGS	04095090	2011-07-24 17:30	EST	25.1	A
USGS	04095090	2011-07-24 17:45	EST	25.0	A
USGS	04095090	2011-07-24 18:00	EST	25.3	A
USGS	04095090	2011-07-24 18:15	EST	25.2	A
USGS	04095090	2011-07-24 18:30	EST	24.9	A
USGS	04095090	2011-07-24 18:45	EST	24.9	A
USGS	04095090	2011-07-24 19:00	EST	25.0	A
USGS	04095090	2011-07-24 19:15	EST	25.0	A
USGS	04095090	2011-07-24 19:30	EST	25.0	A
USGS	04095090	2011-07-24 19:45	EST	24.9	A
USGS	04095090	2011-07-24 20:00	EST	25.0	A
